name_of_investigator,created_at,updated_at,updated_by,date,overall_photos_front,overall_photos_back,overall_photos_left,overall_photos_right,detailed_photos_front,detailed_photos_back,detailed_photos_left,detailed_photos_right,elevations_assessed_front_o,elevations_assessed_back_o,elevations_assessed_left_o,elevations_assessed_right_o,latitude,longitude,geometry,address_suite,address_locality,address_postal_code,address_country,complete address,building_name,located_in_historic_district,occupancy_o,occupany_u,number_stories,year_built_o,year_built_u,building_area_m2,building_urban_setting,building_position_on_street,buidling_height_m,understory_pct_of_building_footprint,first_floor_elevation_m,front_elevation_orientation,wall_length_side,wall_length_front,,,wall_thickness,roof_shape_o,roof_shape_u,roof_slope_o,roof_slope_u,construction_type_o,construction_type_u,construction_type_u_unc,mwfrs_o,mwfrs_u_wall,mwfrs_u_roof,mwfrs_u_moment_frame,mwfrs_u_unc,masonry_leaves,masonry_leaves_unc,structural_wall_system_o,structural_wall_system_u,foundation_type_o,foundation_type_u,foundation_type_u_unc,wall_anchorage_type_o,wall_anchorage_type_u,wall_anchorage_type_u_unc,wall_substrate_o,wall_substrate_u,wall_substrate_u_unc,wall_cladding_o,wall_cladding_u,wall_cladding_u_unc,soffit_type_o,soffit_type_u,soffit_present_u,wall_fenesteration_protection_front,wall_fenesteration_protection_front_unc,wall_fenesteration_protection_back,wall_fenesteration_protection_back_unc,wall_fenesteration_protection_right,wall_fenesteration_protection_right_unc,wall_fenesteration_protection_left,wall_fenesteration_protection_left_unc,fenestration_protection_type_front,fenestration_protection_type_back,fenestration_protection_type_right,fenestration_protection_type_left,fenestration_protection_type_unc,fenesteration_ratio_o,large_door_present_front,large_door_present_back,large_door_present_right,large_door_present_left,door_present_n,door_present_s,door_present_e,door_present_w,large_door_opening_type_,opening_type,roof_system_o,roof_system_u,roof_system_u_unc,r2wall_attachment_o,r2wall_attachment_u,r2wall_attachment_type_unc,roof_substrate_type_o,roof_substrate_type_u,roof_substrate_type_u_unc,roof_cover_o,roof_cover_u,roof_cover_u_unc,overhang_length_o,overhang_length_u,parapet_height_m,secondary_water_barrier_o,secondary_water_barrier_u,retrofit_type_1_o,retrofit_type_1_u,retrofit_type_2_o,reotrofit_2_u,retrofit_year_o,retrofit_year_u,retrofit_present_u,retrofit_type_u,retrofit_type_unc_u,foundation_damage_cause_o,foundation_damage_cause_u,oop_failure_n,oop_failure_s,oop_failure_e,oop_failure_w,ip_failure_n,ip_failure_s,ip_failure_e,ip_failure_w,shortest_dist_from_tornado,status_u,risk_category_16,building_low_rise,building_open,building_enclosed,building_regular_shape,,exposure_category,building_natural_frequency,building_rigid,,about_structure,about_damages,about_openings,rest
Saanchi Kaushal,2021-12-15 17:06:42 UTC,2021-12-15 17:09:49 UTC,saanchi.kaushal@psu.edu,12/15/21,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,36.7382135,-88.63966271,POINT (-88.63966271281242 36.73821349571355),,Mayfield,42066,US,327 W Walnut St Mayfield Graves County KY 42066 US,,no,,residental,1,,1990,140,isolated,recessed,3.5,0,3.5,n,16.73,10.54,,,0.2,,hip,,30,,wooden_light_frame,3,,wall_diaphragm_wood,roof_diaphragm_wood,no,3,NA,3,,wood_frame,,masonry_stem_wall,2,,un,1,,wooden_sheathing_cont,3,,vinyl_panel,3,,vinyl,yes,no,3,no,3,no,3,yes,3,NA,NA,NA,plywood,3,,no,no,no,no,no,no,no,no,NA,regular,,wooden_rafters,3,,un,1,,plywood,3,,asphalt,3,,0.15,0,,,,,,,,,no,NA,3,,NA,no,no,no,no,no,no,no,no,49.15430591,minor,2,yes,,,,,,,,,,,,
Saanchi Kaushal,2021-12-15 17:12:40 UTC,2021-12-15 17:15:31 UTC,saanchi.kaushal@psu.edu,12/15/21,yes,yes,yes,no,no,no,no,no,yes,yes,yes,yes,36.73797114,-88.6383434,POINT (-88.63834340125322 36.73797114368334),,Mayfield,42066,US,414 S Ninth St Mayfield Graves County KY 42066 US,,no,,business,1,,1990,753,isolated,recessed,3.5,0,3.5,n,21.91,40.58,,,0.23,,flat,,0,,steel_light_frame,2,,wall_diaphragm_steel,roof_diaphragm_steel,no,3,double_leaf,3,,steel_moment_resisting_frame,,slab_on_grade,3,,un,1,,sheathing_insulate,3,,brick_veneer,3,,metal,no,no,3,no,3,no,3,no,3,NA,NA,NA,NA,3,,yes,no,no,no,yes,no,no,no,rollup,irregular,,steel_deck,3,,un,1,,metal_deck,3,,corrugated_metal,3,,0.6,0.2,,,,,,,,,yes,reinforced_masonry,3,,NA,no,no,no,no,no,no,no,no,49.23978687,undamaged,2,yes,,,,,,,,,,,,
Saanchi Kaushal,2021-12-15 17:17:20 UTC,2021-12-15 17:21:22 UTC,saanchi.kaushal@psu.edu,12/15/21,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,36.73881427,-88.63839604,POINT (-88.63839603960514 36.738814267513426),,Mayfield,42066,US,322 S Ninth St Mayfield Graves County KY 42066 US,,no,,residental,2,,1990,72,isolated,recessed,5.5,0,2.75,s,11.73,12.23,,,0.2,,gable,,45,,wooden_light_frame,3,,wall_diaphragm_wood,roof_diaphragm_wood,no,3,single_leaf,3,,wood_frame,,slab_on_grade,3,,un,1,,wooden_sheathing_cont,3,,brick_veneer,3,,NA,no,no,3,no,3,no,3,no,3,NA,NA,NA,NA,3,,no,no,no,no,no,no,no,no,NA,irregular,,wooden_rafters,3,,un,1,,plywood,3,,asphalt,3,,0,0,,,,,,,,,no,NA,3,,NA,no,no,no,no,no,no,no,no,49.28542589,moderate,2,yes,,,,,,,,,,,,
Saanchi Kaushal,2021-12-15 17:21:43 UTC,2021-12-16 01:58:28 UTC,saanchi.kaushal@psu.edu,12/15/21,yes,no,yes,no,yes,yes,no,yes,yes,no,yes,no,36.73917806,-88.63831021,POINT (-88.6383102089 36.73917806),,Mayfield,42066,US,316 S Ninth St Mayfield Graves County KY 42066 US,,no,,business,1,,1990,905,isolated,recessed,6,0,3,n,10.71,10.71,,,0.23,,hip,,30,,wooden_light_frame,3,,wall_diaphragm_wood,roof_diaphragm_wood,no,2,single_leaf,3,,wood_frame,,slab_on_grade,3,,un,1,,wooden_sheathing_cont,3,,brick_veneer,3,,NA,no,no,2,no,1,no,1,no,1,NA,NA,NA,NA,1,,no,yes,no,no,no,yes,no,no,single_garage,irregular,,steel_deck,2,,un,1,,metal_deck,1,,un,3,,0,0,,,,,,,,,no,NA,1,,erosion,no,no,no,yes,no,no,no,no,49.31335885,destroyed,2,yes,,,,,,,,,,,,
David Roueche,2021-12-15 16:09:21 UTC,2021-12-15 16:11:03 UTC,dbr0011@auburn.edu,12/15/21,no,no,yes,no,no,no,no,no,no,no,no,no,36.93528499,-88.22457109,POINT (-88.2245710864663 36.935284989223064),,Gilbertsville,42044,united States,446 Sherwood Drive Gilbertsville Marshall County Kentucky 42044 united States,,no,,residental,2,,2007,180,isolated,recessed,6,0,3,w,13.11,11.14,,,0.2,,complex,,40,,wooden_light_frame,2,,wall_diaphragm_wood,roof_diaphragm_wood,no,2,single_leaf,3,,wood_frame,,slab_on_grade,3,,un,1,,un,1,,un,1,,wood,yes,no,1,yes,3,no,1,no,1,NA,plywood,NA,NA,1,,no,no,no,no,no,no,no,no,NA,regular,,wooden_rafters,2,,un,1,,plywood,3,,corrugated_metal,3,,0.15,0,,,,,,,,,no,NA,1,,NA,no,no,no,no,no,no,no,no,50.99872778,minor,2,yes,,,,,,,,,,,,
David Roueche,2021-12-15 16:11:47 UTC,2021-12-15 16:57:07 UTC,dbr0011@auburn.edu,12/15/21,yes,yes,no,no,no,no,no,no,no,no,no,no,36.93577112,-88.22418652,POINT (-88.2241865247488 36.93577112362176),,Gilbertsville,42044,united States,665 Sherwood Drive Gilbertsville Marshall County Kentucky 42044 united States,,no,,residental,2,,2013,307,isolated,recessed,6,0,3,n,15.99,11.06,,,0.2,,gable,,45,,wooden_light_frame,3,,wall_diaphragm_wood,roof_diaphragm_wood,no,3,single_leaf,2,,wood_frame,,masonry_stem_wall,2,,un,1,,wooden_sheathing_cont,3,,vinyl_panel,3,,vinyl,yes,yes,3,no,3,yes,3,no,3,plywood,NA,plywood,NA,3,,yes,no,no,no,yes,no,no,no,double_garage,irregular,,wooden_rafters,3,,un,1,,plywood,3,,asphalt,3,,0.15,0,,,,,,,,,no,NA,3,,NA,no,no,no,no,no,no,no,no,51.04029367,severe,2,yes,,,,,,,,,,,,
David Roueche,2021-12-15 17:19:00 UTC,2021-12-15 17:24:27 UTC,dbr0011@auburn.edu,12/15/21,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,36.93675303,-88.2241074,POINT (-88.22410739958286 36.936753030612714),,Gilbertsville,42044,united States,623 Sherwood Drive Gilbertsville Marshall County Kentucky 42044 united States,,no,,residental,2,,2008,125,isolated,recessed,6,0,3,w,11.09,20.35,,,0.22,,gable,,45,,wooden_light_frame,3,,wall_diaphragm_wood,roof_diaphragm_wood,no,2,single_leaf,3,,wood_frame,,masonry_stem_wall,1,,un,1,,wooden_sheathing_cont,3,,vinyl_panel,3,,vinyl,yes,yes,3,no,3,yes,3,no,3,plywood,NA,plywood,NA,3,,yes,no,no,no,no,no,no,yes,double_garage,irregular,,wooden_rafters,3,,un,1,,plywood,3,,asphalt,3,,0.15,0,,,,,,,,,no,NA,3,,NA,no,no,no,yes,no,no,no,no,51.14257668,severe,2,yes,,,,,,,,,,,,
Mariant Gutierrez,2021-12-15 17:17:02 UTC,2021-12-15 17:23:14 UTC,mariant.gutierrezsoto@uky.edu,12/15/21,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,36.73650761,-88.6442855,POINT (-88.64428550004959 36.73650761133679),,Mayfield,42066,US,502 S 12th St Mayfield Graves County KY 42066 US,,no,,factory,1,,1990,1287,isolated,recessed,6,0,6,e,42.83,26.51,,,0.24,,complex,,30,,steel_moment_frame,3,,wall_diaphragm_steel,roof_diaphragm_steel,no,3,double_leaf,3,,steel_moment_resisting_frame,,slab_on_grade,2,,un,1,,foam_board,2,,brick_veneer,3,,NA,no,no,2,no,2,no,1,no,1,NA,NA,NA,NA,1,,no,yes,no,no,no,no,no,yes,rollup,irregular,,steel_truss,3,,un,1,,metal_deck,2,,asphalt,2,,un,0,,,,,,,,,yes,steel_bracing,1,,NA,yes,yes,no,yes,no,yes,no,no,48.70448797,destroyed,1,yes,,,,,,,,,,,,
Mohammad Alam,2021-12-15 17:14:57 UTC,2021-12-15 18:18:22 UTC,alammo@oregonstate.edu,12/15/21,yes,no,yes,yes,yes,no,no,no,no,no,no,no,36.93608413,-88.22419759,POINT (-88.22419758886099 36.93608413464754),,Gilbertsville,42044,US,659 Sherwood Dr Gilbertsville Marshall County KY 42044 US,,no,,residental,2,,2004,231,isolated,recessed,5,0,2.5,n,14.01,14.17,,,0.2,,complex,,40,,steel_light_frame,3,,wall_diaphragm_wood,roof_diaphragm_wood,no,2,NA,3,,steel_cold_formed,,masonry_stem_wall,2,Anchor bolts with nuts and washers,un,1,"""Wood, sheathing (continuous)""",wooden_sheathing_cont,3,Brick,vinyl_panel,3,,vinyl,yes,no,3,no,1,no,3,no,1,NA,NA,NA,NA,1,,yes,no,no,no,yes,no,no,no,single_garage,regular,,wooden_rafters,3,,un,1,,plywood,3,,asphalt,3,,un,0,,,,,,,,,no,NA,1,,"erosion, flood",yes,no,yes,no,no,no,no,no,51.07384534,destroyed,2,yes,,,,,,,,,,,,
Saanchi Kaushal,2021-12-15 17:30:18 UTC,2021-12-16 01:58:41 UTC,saanchi.kaushal@psu.edu,12/15/21,yes,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,36.73989597,-88.63660567,POINT (-88.6366056651 36.7398959673),,Mayfield,42066,US,214 S Eighth St Mayfield Graves County KY 42066 US,First Methodist Church,yes,,assembly,3,,1900,600,isolated,recessed,7,0,2.33,s,12.91,28.44,,,0.21,,gable,,30,,steel_light_frame,1,,wall_diaphragm_wood,roof_diaphragm_wood,no,2,double_leaf,3,,steel_cold_formed,,un,2,,un,1,,wooden_sheathing_cont,3,,brick_veneer,3,,NA,yes,no,3,no,3,no,3,no,3,NA,NA,NA,NA,3,,no,no,no,no,no,no,no,no,NA,regular,,steel_deck,3,,un,1,,plywood,2,,asphalt,2,,2,0,,,,,,,,,yes,reinforced_masonry,3,,erosion,no,yes,no,no,no,no,no,yes,49.48446221,destroyed,2,no,,,,,,,,,,,,
David Roueche,2021-12-15 17:30:33 UTC,2021-12-15 17:37:07 UTC,dbr0011@auburn.edu,12/15/21,yes,no,no,no,no,yes,yes,yes,no,no,no,no,36.936503,-88.22398033,POINT (-88.22398032993078 36.93650299927438),,Gilbertsville,42044,united States,631 Sherwood Drive Gilbertsville Marshall County Kentucky 42044 united States,,no,,residental,2,,2000,115,isolated,recessed,5.5,0,2.75,w,9.62,15.07,,,0.2,,gable,,45,,wooden_light_frame,3,,wall_diaphragm_wood,roof_diaphragm_wood,no,3,single_leaf,1,,wood_frame,,masonry_un,2,,un,1,,wooden_sheathing_cont,3,,brick_veneer,3,,vinyl,yes,no,1,no,1,no,1,no,1,NA,NA,NA,NA,1,,yes,no,no,no,no,no,no,yes,double_garage,irregular,,un,1,,un,1,,plywood,3,,asphalt,3,,un,0,,,,,,,,,no,NA,1,,NA,no,no,no,no,no,no,no,no,51.1126835,destroyed,2,yes,,,,,,,,,,,,
Jordan nakayama,2021-12-15 17:32:53 UTC,2021-12-15 17:38:17 UTC,jon0003@auburn.edu,12/15/21,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,36.93629317,-88.22390791,POINT (-88.22390791028738 36.93629316526731),,Gilbertsville,42044,US,637 Sherwood Dr Gilbertsville Marshall County KY 42044 US,,no,,residental,2,2000,2000,146,isolated,recessed,5.5,0,2.75,w,12.09,15.57,,,0.2,,gable,,40,,wooden_light_frame,1,,wall_diaphragm_wood,roof_diaphragm_wood,yes,2,un,3,,wood_frame,,concrete_un,3,Anchor bolts with nuts and washers,anchor_bolts,3,,un,1,,vinyl_panel,1,,vinyl,yes,no,1,no,1,no,1,no,1,NA,NA,NA,NA,1,,no,no,no,no,no,no,no,no,na ,irregular,,wooden_trusses,3,,un,1,,plywood,2,,asphalt,3,,un,0,,,,,,,,,no,NA,3,,"erosion, flood",no,no,no,no,no,no,no,no,51.0884901,destroyed,2,yes,,,,,,,,,,,,
Saanchi Kaushal,2021-12-15 17:45:23 UTC,2021-12-15 21:14:43 UTC,saanchi.kaushal@psu.edu,12/15/21,yes,no,yes,no,yes,no,yes,no,no,no,no,no,36.74152317,-88.63696877,POINT (-88.63696876836975 36.74152317120388),,Mayfield,42066,US,118 W Broadway St Mayfield Graves County KY 42066 US,118 W Broadway,yes,,business,2,,1900,265,row_end,right_on_street,7,0,3.5,w,7.53,37.04,,,0.2,,flat,,0,,masonry_un,1,,wall_diaphragm_wood,roof_diaphragm_wood,no,1,single_leaf,2,,masonry_block_unreinforced,,un,3,,un,1,,un,1,,brick_veneer,3,,un,yes,no,1,no,1,no,1,no,1,NA,NA,NA,NA,1,,no,no,no,no,no,no,no,no,na ,regular,,wooden_rafters,3,,un,1,,dimensional_lumber,2,,un,1,,0.6,0.2,,,,,,,,,no,NA,3,,NA,yes,yes,yes,yes,no,no,no,no,49.55326566,destroyed,2,yes,,,,,,,,,,,,
Mariant Gutierrez ,2021-12-15 17:51:18 UTC,2021-12-15 18:19:22 UTC,mariant.gutierrezsoto@uky.edu,12/15/21,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,36.74595466,-88.6309348,POINT (-88.63093480467796 36.74595465524137),,Mayfield,42066,US,401 Indiana St Mayfield Graves County KY 42066 US,,no,,institutional,1,,1990,2300,isolated,recessed,4,0,4,s,92.24,92.31,,,0.21,,flat,,0,,steel_frame_masonry_shear_wall,3,,wall_diaphragm_concrete,roof_diaphragm_steel,no,3,double_leaf,3,,steel_moment_resisting_frame,,concrete_un,2,,un,1,,sheathing_insulate,3,,brick_veneer,3,,NA,no,no,3,no,3,no,3,no,3,NA,NA,NA,NA,3,,no,no,no,no,no,no,no,no,na ,regular,,steel,3,,un,1,,metal_deck,3,,asphalt,3,,un,0.24,,,,,,,,,no,NA,3,,erosion,yes,no,yes,no,no,no,no,no,50.27100408,destroyed,3,yes,,,,,,,,,,,,
Mohammad Alam,2021-12-15 18:20:22 UTC,2021-12-15 19:05:49 UTC,alammo@oregonstate.edu,12/15/21,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,no,36.92307299,-88.24781276,POINT (-88.24781276285648 36.92307299419855),,Gilbertsville,42044,US,7584 Moors Camp Hwy Gilbertsville Marshall County KY 42044 US,,no,,institutional,1,,2000,963,isolated,recessed,4,0,4,e,37.24,28.61,,,0.23,,flat,,0,,steel_light_frame,3,,wall_diaphragm_steel,roof_diaphragm_steel,yes,3,NA,3,,steel_cold_formed,unknown,concrete_piers,2,,anchor_bolts,3,,metal_panes,3,,steel_corrugated_panel,3,,metal,yes,no,3,no,3,no,3,no,3,NA,NA,NA,NA,3,,no,no,yes,yes,no,no,yes,yes,sectional,irregular,,steel,3,,bolted_connection,2,,metal_deck,3,,corrugated_metal,3,,0,0.2,,,,,,,,,yes,steel_bracing,1,,NA,no,no,no,no,no,no,no,no,50.36815085,severe,3,yes,,,,,,,,,,,,
Mariant Gutierrez ,2021-12-15 18:26:26 UTC,2021-12-15 18:33:09 UTC,mariant.gutierrezsoto@uky.edu,12/15/21,yes,yes,yes,yes,no,no,no,no,no,no,no,no,36.74493295,-88.63096163,POINT (-88.63096162676811 36.74493295180996),,Mayfield,42066,US,305 N Second St Mayfield Graves County KY 42066 US,,no,,residental,1,,1990,323,isolated,recessed,3.5,0,3.5,w,23.66,14.28,,,0.2,,gable,,30,,wooden_light_frame,3,,wall_diaphragm_wood,roof_diaphragm_wood,no,3,single_leaf,3,,wood_frame,,concrete_un,2,,un,1,,foam_board,3,,brick_veneer,3,,vinyl,yes,no,3,no,3,no,3,no,3,NA,NA,NA,NA,3,,no,no,on,no,no,no,no,no,na ,regular,,wooden_trusses,3,,un,1,,plywood,3,,asphalt,3,,0.3,0,,,,,,,,,no,NA,3,,NA,no,no,no,no,no,yes,no,no,50.20825892,destroyed,2,yes,,,,,,,,,,,,
Mariant Gutierrez ,2021-12-15 18:32:12 UTC,2021-12-15 18:34:34 UTC,mariant.gutierrezsoto@uky.edu,12/15/21,yes,yes,yes,yes,no,no,no,no,no,no,no,no,36.74447139,-88.63150746,POINT (-88.63150745630264 36.74447139423479),,Mayfield,42066,US,238 N Fourth St Mayfield Graves County KY 42066 US,,no,,residental,1,,1990,323,isolated,recessed,3.5,0,3.5,e,11.84,18.91,,,0.2,,gable,,30,,wooden_light_frame,1,,wall_diaphragm_wood,roof_diaphragm_wood,yes,1,single_leaf,3,,wood_frame,,concrete_un,2,,un,1,,sheathing_insulate,2,,brick_veneer,3,,vinyl,yes,no,3,no,3,no,3,no,3,NA,NA,NA,NA,3,,no,no,on,no,no,no,no,no,na ,regular,,wooden_trusses,2,,un,1,,plywood,3,,asphalt,3,,0.6,0,,,,,,,,,no,NA,3,,NA,no,no,no,no,no,no,no,no,50.20825892,minor,2,yes,,,,,,,,,,,,
Mariant Gutierrez ,2021-12-15 18:30:09 UTC,2021-12-15 18:36:08 UTC,mariant.gutierrezsoto@uky.edu,12/15/21,yes,yes,yes,no,no,no,no,no,no,no,no,no,36.74489185,-88.63154434,POINT (-88.6315443366766 36.74489184696971),,Mayfield,42066,US,305 N Second St Mayfield Graves County KY 42066 US,,no,,residental,1,,1990,323,isolated,recessed,3.5,0,3.5,e,23.79,15.11,,,0.2,,gable,,30,,wooden_light_frame,2,,wall_diaphragm_wood,roof_diaphragm_wood,yes,1,single_leaf,3,,wood_frame,,concrete_un,2,,un,1,,sheathing_insulate,3,,brick_veneer,3,,vinyl,yes,no,3,no,3,no,3,no,3,NA,NA,NA,NA,3,,no,no,on,no,no,no,no,no,na ,regular,,wooden_trusses,2,,un,1,,plywood,3,,asphalt,3,,0.75,0,,,,,,,,,no,NA,3,,NA,no,yes,no,no,no,no,no,no,50.13974182,moderate,2,yes,,,,,,,,,,,,
Mariant Gutierrez ,2021-12-15 18:34:54 UTC,2021-12-15 18:37:51 UTC,mariant.gutierrezsoto@uky.edu,12/15/21,yes,no,yes,no,no,no,no,no,no,no,no,no,36.74460707,-88.63106322,POINT (-88.63106321543455 36.74460706773325),,Mayfield,42066,US,305 N Second St Mayfield Graves County KY 42066 US,,no,,residental,1,,1990,375,isolated,recessed,3.5,0,3.5,w,36.91,10.07,,,0.2,,gable,,30,,wooden_light_frame,1,,wall_diaphragm_wood,roof_diaphragm_wood,yes,1,single_leaf,3,,wood_frame,,concrete_un,2,,un,1,,un,1,,brick_veneer,3,,vinyl,yes,no,3,no,3,no,3,no,3,NA,NA,NA,NA,3,,no,no,on,no,no,no,no,no,na ,regular,,un,1,,un,1,,plywood,3,,asphalt,3,,0.75,0,,,,,,,,,no,NA,3,,NA,no,no,no,no,no,no,no,no,50.1619183,undamaged,2,yes,,,,,,,,,,,,
Mariant Gutierrez ,2021-12-15 18:38:12 UTC,2022-03-24 15:56:47 UTC,ajp7096@psu.edu,12/15/21,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,36.74473656,-88.63063138,POINT (-88.63063137978315 36.74473656181896),,Mayfield,42066,US,406 North 2nd Street Mayfield Graves County Kentucky 42066 united States,,no,,residental,1,,1990,77,isolated,recessed,3.5,0,3.5,e,18.84,15.18,,,0.2,,gable,,30,,wooden_light_frame,3,,wall_diaphragm_wood,roof_diaphragm_wood,yes,2,single_leaf,3,,wood_frame,,concrete_un,3,,un,1,,foam_board,3,,brick_veneer,3,,vinyl,yes,no,3,no,3,no,3,no,3,NA,NA,NA,NA,3,,yes,no,no,no,no,yes,no,no,single_garage,regular,,wooden_rafters,2,,toe_nails,2,,plywood,3,,corrugated_metal,3,,0.6,0,,,,,,,,,no,NA,3,,erosion,no,no,no,no,no,no,no,no,50.18127112,destroyed,2,yes,,,,,,,,,,,,
Jordan nakayama,2021-12-15 18:38:42 UTC,2021-12-15 18:49:32 UTC,jon0003@auburn.edu,12/15/21,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,36.92399824,-88.24739803,POINT (-88.24739802628756 36.92399824225349),,Gilbertsville,42044,US,7542 Moors Camp Hwy Gilbertsville Marshall County KY 42044 US,water tower,no,"Utilities and miscellaneous,Other",utilities,3,,1990,166,isolated,recessed,12,100,4,e,16.24,16.17,,,0.3,,NA,,NA,,NA,3,,NA,NA,no,3,NA,3,,steel_moment_resisting_frame,,NA,3,,anchor_bolts,3,,NA,3,,NA,3,,NA,no,no,3,no,3,no,3,no,3,NA,NA,NA,NA,3,,no,no,no,no,no,no,no,no,na ,NA,,NA,3,,NA,3,,NA,3,,NA,3,,un,0,,,,,,,,,no,NA,3,,NA,no,no,no,no,no,no,no,no,50.22150008,minor,1,no,,,,,,,,,,,,
Saanchi Kaushal,2021-12-15 20:27:21 UTC,2021-12-16 01:59:09 UTC,saanchi.kaushal@psu.edu,12/15/21,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,36.74195776,-88.63600653,POINT (-88.6360065266 36.7419577642),,Mayfield,42066,US,"101 N 7th St #4, Mayfield, KY 42066",,no,,business,5,,1990,435,row_end,right_on_street,19,0,3,n,12.48,35.74,,,0.23,,flat,,0,,wooden_light_frame,1,,un,un,no,1,single_leaf,1,,steel_cold_formed,,concrete_un,2,,un,1,,un,1,,brick_veneer,3,,NA,no,yes,3,yes,3,yes,3,yes,3,plywood,plywood,plywood,plywood,3,,no,no,no,no,no,no,no,no,na ,irregular,,un,1,,un,1,,metal_deck,2,,un,1,,0,0.4,,,,,,,,,no,NA,3,,NA,no,no,no,no,no,no,no,no,50.45238773,moderate,2,no,,,,,,,,,,,,
Mohammad Alam,2021-12-15 20:40:07 UTC,2021-12-15 21:15:09 UTC,alammo@oregonstate.edu,12/15/21,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,37.07752599,-87.90497448,POINT (-87.90497448295355 37.07752599206553),,Princeton,42445,US,104 Meadowbrook Dr Princeton Caldwell County KY 42445 US,,no,,residental,2,,1990,285,isolated,recessed,5.5,0,2.75,e,20.39,11.42,,,0.2,,gable,,30,,wooden_light_frame,3,,wall_diaphragm_wood,roof_diaphragm_wood,yes,2,single_leaf,3,,wood_frame,unknown,masonry_un,2,,un,1,,sheathing_insulate,3,Brick,brick_veneer,3,,un,yes,no,2,no,1,no,1,no,1,NA,NA,NA,NA,1,,no,no,no,no,no,no,no,no,na ,regular,,wooden_rafters,1,,toe_nails,1,,un,1,,un,1,,un,0,,,,,,,,,no,NA,3,,erosion,yes,yes,yes,yes,no,no,no,no,49.65156799,destroyed,2,yes,,,,,,,,,,,,
Saanchi Kaushal,2021-12-15 20:36:33 UTC,2021-12-16 01:59:22 UTC,saanchi.kaushal@psu.edu,12/15/21,yes,no,yes,no,yes,no,yes,no,yes,no,yes,yes,36.74146905,-88.63608029,POINT (-88.63608029 36.74146905),,Mayfield,42066,US,103 S 7th Street Mayfield Graves County Kentucky 42066 united States,R&R,yes,,business,3,,1900,550,row_middle,right_on_street,8,0,2.67,e,6.77,30.83,,,0.2,,flat,,0,,masonry_un,1,,un,un,no,1,double_leaf,3,,masonry_block_unreinforced,,concrete_un,3,,un,1,,un,1,,brick_veneer,3,,NA,no,no,3,no,1,no,3,no,3,NA,NA,NA,NA,3,,no,no,no,no,no,no,no,no,na ,regular,,un,1,,un,1,,un,1,,un,1,,0,0.3,,,,,,,,,no,NA,2,,NA,no,no,no,no,no,no,yes,no,49.61705707,moderate,2,no,,,,,,,,,,,,
Saanchi Kaushal,2021-12-15 20:39:38 UTC,2021-12-16 01:59:38 UTC,saanchi.kaushal@psu.edu,12/15/21,yes,no,no,yes,no,no,no,no,no,no,no,no,36.74123208,-88.63604207,POINT (-88.6360420659 36.7412320847),,Mayfield,42066,US,109 S 7th Street Mayfield Graves County Kentucky 42066 united States,Rondo's Bakery & Antique,yes,,business,3,,1900,279,row_end,right_on_street,8,0,2.67,e,14.11,37.24,,,0.2,,flat,,0,,masonry_un,2,,un,un,no,1,double_leaf,3,,solid_brick_wythe,,concrete_un,3,,un,1,,wooden_planks,2,,brick_veneer,2,,NA,no,no,2,no,1,no,3,no,3,NA,NA,NA,NA,3,,no,no,no,no,no,no,no,no,na ,irregular,,un,1,,un,1,,dimensional_lumber,3,,un,1,,un,0.3,,,,,,,,,no,NA,2,,erosion,yes,no,yes,no,no,no,no,no,49.61705707,severe,2,no,,,,,,,,,,,,
Saanchi Kaushal,2021-12-15 20:41:26 UTC,2021-12-16 01:58:10 UTC,saanchi.kaushal@psu.edu,12/15/21,yes,no,no,yes,no,no,no,no,no,no,no,no,36.7411007,-88.63596193,POINT (-88.6359619349 36.7411007039),,Mayfield,42066,US,"117 S 7th St, Mayfield, KY 42066",,no,,business,3,,1990,425,row_end,right_on_street,8,0,2.67,e,10.79,39.58,,,0.2,,flat,,0,,masonry_un,2,,un,un,no,1,double_leaf,3,,solid_brick_wythe,,concrete_un,2,,un,1,,wooden_planks,3,,brick_veneer,2,,NA,no,no,1,no,1,no,1,no,1,NA,NA,NA,NA,1,,no,no,no,no,no,no,no,no,na ,regular,,wooden_rafters,1,,un,1,,dimensional_lumber,3,,un,1,,un,0.3,,,,,,,,,no,NA,1,,erosion,yes,yes,yes,no,no,no,no,no,49.60591848,destroyed,2,no,,,,,,,,,,,,
